classifier,dataset,cv-procedure,p,Lustgarten,Nogueira,Jaccard,#features_mean,#features_min,#features_max,acc_train,acc_test,execution_time
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,14)",14,0.5356,0.5133,0.3548,65.1667,51,75,1.0,0.9413,0.9045
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,16)",16,0.5172,0.4966,0.3368,64.9259,54,76,1.0,0.9422,1.0639
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,18)",18,0.5314,0.4954,0.3341,63.4167,46,75,1.0,0.9383,1.2157
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Liver,"trains-p-diff(140,20)",20,0.5055,0.4803,0.3212,64.6667,48,75,1.0,0.9433,1.1947
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,1)",1,0.8299,0.817,0.7023,74.7667,68,80,1.0,0.6042,0.4567
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,2)",2,0.7602,0.7403,0.5999,71.2,62,80,1.0,0.625,0.4716
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,3)",3,0.6759,0.6576,0.4971,73.3,60,81,1.0,0.6028,0.4737
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,4)",4,0.6425,0.6182,0.4511,72.4667,62,82,1.0,0.6056,0.4221
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,5)",5,0.6381,0.6213,0.4559,73.6667,63,85,1.0,0.6222,0.4132
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,6)",6,0.573,0.5568,0.3915,72.1333,65,85,1.0,0.6458,0.4237
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,7)",7,0.5661,0.5525,0.3857,73.0333,65,83,1.0,0.6431,0.434
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,8)",8,0.5294,0.5166,0.3517,73.3,67,82,1.0,0.6361,0.4546
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,9)",9,0.5123,0.4942,0.3316,74.8333,65,85,1.0,0.6458,0.4382
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,10)",10,0.4751,0.4659,0.3073,75.2,65,81,1.0,0.6403,0.4757
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,12)",12,0.4463,0.4329,0.2802,75.1481,64,84,1.0,0.6111,0.4362
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,14)",14,0.4266,0.4115,0.2621,73.9167,63,82,1.0,0.6389,0.4383
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,16)",16,0.4126,0.4009,0.2539,73.3333,67,82,1.0,0.629,0.4077
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,18)",18,0.366,0.3593,0.2232,74.5556,69,80,1.0,0.6296,0.4654
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Prostate,"trains-p-diff(100,20)",20,0.3682,0.3541,0.218,75.2778,61,87,1.0,0.6042,0.4755
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,1)",1,0.8231,0.811,0.6917,85.5667,78,91,1.0,0.8188,1.0975
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,2)",2,0.7315,0.7128,0.569,86.0333,75,99,1.0,0.8217,1.0681
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,3)",3,0.6933,0.6739,0.5174,86.7333,75,97,1.0,0.8188,1.0547
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,4)",4,0.6796,0.661,0.5051,86.5,68,97,1.0,0.8072,1.0684
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,5)",5,0.6555,0.6349,0.4726,87.8,76,103,1.0,0.8116,1.0983
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,6)",6,0.6389,0.6162,0.4536,86.8,74,100,1.0,0.7971,1.0893
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,7)",7,0.5874,0.5677,0.4026,85.0667,70,97,1.0,0.7884,1.0778
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,8)",8,0.5661,0.5531,0.3873,84.8667,75,95,1.0,0.8029,1.0014
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,9)",9,0.5415,0.521,0.357,86.8,72,103,1.0,0.8159,0.9781
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,10)",10,0.5345,0.514,0.3499,86.3667,74,99,1.0,0.8029,0.9784
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,12)",12,0.4713,0.4521,0.2938,86.7,73,103,1.0,0.8029,1.0601
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,14)",14,0.4313,0.415,0.2648,87.3333,75,99,1.0,0.7987,0.9715
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,16)",16,0.4201,0.4047,0.256,87.1667,79,100,1.0,0.8025,1.0256
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,18)",18,0.3846,0.3713,0.2299,87.6667,77,98,1.0,0.8137,1.0376
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Renal,"trains-p-diff(120,20)",20,0.3758,0.3605,0.2224,87.4762,75,96,1.0,0.8157,1.0528
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,1)",1,0.9196,0.9018,0.8368,42.3333,32,47,1.0,0.8783,0.7533
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,2)",2,0.724,0.6992,0.5523,39.7333,31,46,1.0,0.8725,0.825
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,3)",3,0.7152,0.6788,0.5216,39.6667,33,48,1.0,0.8768,0.7926
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,4)",4,0.6764,0.6461,0.4906,41.2,33,51,1.0,0.8783,0.8251
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,5)",5,0.5887,0.5589,0.4014,40.5667,32,50,1.0,0.8638,0.9349
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,6)",6,0.5742,0.5473,0.3849,40.1667,32,51,1.0,0.8667,0.9535
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,7)",7,0.5602,0.5311,0.369,39.9,30,53,1.0,0.8667,0.9184
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,8)",8,0.4987,0.4756,0.3208,40.7,35,52,1.0,0.8681,0.8367
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,9)",9,0.4851,0.4636,0.3084,40.5185,35,49,1.0,0.8792,0.7947
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,10)",10,0.4803,0.4593,0.3067,40.5926,34,49,1.0,0.8857,0.7823
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,12)",12,0.4229,0.3985,0.2528,41.7619,33,52,1.0,0.913,0.7734
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,14)",14,0.3709,0.3571,0.2226,41.1667,36,46,1.0,0.8913,0.8833
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,16)",16,0.3384,0.3269,0.1982,40.7222,33,46,1.0,0.901,0.8033
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,18)",18,0.3138,0.2985,0.178,41.1333,32,46,1.0,0.8928,0.8454
"2_SVM_C06 (LinearSVC(C=0.6, dual=False, max_iter=100000, penalty='l1'))",Throat,"trains-p-diff(80,20)",20,0.337,0.3101,0.1871,40.4667,31,49,1.0,0.8986,0.9188
